node_id,x_location,y_location,visit_time,reward,CS1,CS3,TR2,TR3,time_with_max_reward,max_reward,number_vehicles,tmax
0,0.0,-7.0,0.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,0.3333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,0.6666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,1.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,1.3333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,1.6666666666666667,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,2.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,2.3333333333333335,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,2.6666666666666665,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,3.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,3.3333333333333335,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,3.6666666666666665,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,4.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,4.333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,4.666666666666667,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,5.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,5.333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,5.666666666666667,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,6.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,6.333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,6.666666666666667,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,7.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,7.333333333333333,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,7.666666666666667,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,8.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,8.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,8.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,9.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,9.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,9.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,10.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,10.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,10.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,11.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,11.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,11.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,12.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,12.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,12.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,13.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,13.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,13.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,14.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,14.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,14.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,15.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,15.333333333333334,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,15.666666666666666,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,16.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,16.333333333333332,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,16.666666666666668,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,17.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,17.333333333333332,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,17.666666666666668,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,18.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,18.333333333333332,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,18.666666666666668,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,19.0,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,19.333333333333332,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
0,0.0,-7.0,19.666666666666668,0.0,87.53,47.68,1,82.35,1,0.0,4,15.0
1,-1.0,-6.0,0.0,0.0,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,0.3333333333333333,0.0,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,0.6666666666666666,0.0,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,1.0,5.015948101385508,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,1.3333333333333333,5.562643600615782,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,1.6666666666666667,5.890660900153946,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,2.0,6.0,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,2.3333333333333335,5.890660900153945,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,2.6666666666666665,5.562643600615782,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,3.0,5.015948101385508,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,3.3333333333333335,3.4646836409212476,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,3.6666666666666665,2.691877104600387,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,4.0,2.3256965697601237,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,4.333333333333333,2.1120573180811606,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,4.666666666666667,1.9720732114700597,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,5.0,1.8732544356848568,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,5.333333333333333,1.7997703387110262,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,5.666666666666667,1.7429851462724202,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,6.0,1.6977875058382972,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,6.333333333333333,1.6609589712245327,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,6.666666666666667,1.6303719962199645,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,7.0,1.6045638373361624,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,7.333333333333333,1.582495701895146,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,7.666666666666667,1.5634095317388033,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,8.0,1.5467391691955568,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,8.333333333333334,1.532053247470782,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,8.666666666666666,1.5190173303124925,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,9.0,1.5073681340760765,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,9.333333333333334,1.4968955608632506,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,9.666666666666666,1.4874299141433007,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,10.0,1.4788326328383068,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,10.333333333333334,1.470989463692783,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,10.666666666666666,1.4638053548174341,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,11.0,1.4572005846126743,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,11.333333333333334,1.4511077909052266,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,11.666666666666666,1.44546966517689,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,12.0,1.4402371444226572,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,12.333333333333334,1.4353679796910903,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,12.666666666666666,1.4308255928277127,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,13.0,1.4265781559230082,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,13.333333333333334,1.4225978444436413,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,13.666666666666666,1.4188602269815678,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,14.0,1.4153437633282835,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,14.333333333333334,1.412029389085339,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,14.666666666666666,1.4089001698911277,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,15.0,1.4059410120221045,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,15.333333333333334,1.4031384189290217,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,15.666666666666666,1.4004802854211638,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,16.0,1.3979557228772521,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,16.333333333333332,1.395554910159956,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,16.666666666666668,1.3932689659296873,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,17.0,1.391089838857884,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,17.333333333333332,1.3890102128792037,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,17.666666666666668,1.3870234251328517,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,18.0,1.3851233946537045,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,18.333333333333332,1.3833045602053873,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,18.666666666666668,1.3815618259165563,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,19.0,1.3798905136011,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,19.333333333333332,1.3782863208227685,73.8,25.96,1,100.0,2,6.0,4,15.0
1,-1.0,-6.0,19.666666666666668,1.3767452839126986,73.8,25.96,1,100.0,2,6.0,4,15.0
2,1.0,-6.0,0.0,0.0,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,0.3333333333333333,0.0,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,0.6666666666666666,0.0,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,1.0,5.087886362334406,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,1.3333333333333333,5.594616161037513,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,1.6666666666666667,5.898654040259379,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,2.0,6.0,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,2.3333333333333335,5.898654040259379,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,2.6666666666666665,5.594616161037514,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,3.0,5.087886362334406,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,3.3333333333333335,3.6751524344207516,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,3.6666666666666665,2.808080469306854,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,4.0,2.404772698179272,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,4.333333333333333,2.1716628542032437,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,4.666666666666667,2.0197861493800544,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,5.0,1.9129815343740693,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,5.333333333333333,1.8337775804885832,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,5.666666666666667,1.7726995954871538,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,6.0,1.7241642190389852,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,6.333333333333333,1.6846676941406995,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,6.666666666666667,1.6519001213887357,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,7.0,1.6242768855398217,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,7.333333333333333,1.600674710024683,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,7.666666666666667,1.5802751572104223,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,8.0,1.5624677882189464,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,8.333333333333334,1.5467880339819415,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,8.666666666666666,1.532876080321293,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,9.0,1.520448917330611,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,9.333333333333334,1.5092808846955807,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,9.666666666666666,1.4991898453717534,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,10.0,1.4900271753011036,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,10.333333333333334,1.481670394448017,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,10.666666666666666,1.4740176603089925,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,11.0,1.4669835969075549,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,11.333333333333334,1.4604960960786402,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,11.666666666666666,1.454493836509559,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,12.0,1.4489243394118483,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,12.333333333333334,1.4437424301173196,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,12.666666666666666,1.438909010052295,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,13.0,1.4343900684101947,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,13.333333333333334,1.4301558806577435,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,13.666666666666666,1.426180353927819,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,14.0,1.42244048882388,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,14.333333333333334,1.418915934178927,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,14.666666666666666,1.4155886165626477,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,15.0,1.4124424302948397,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,15.333333333333334,1.409462976742222,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,15.666666666666666,1.40663734399336,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,16.0,1.403953919799179,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,16.333333333333332,1.4014022320632264,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,16.666666666666668,1.398972812261376,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,17.0,1.3966570780355059,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,17.333333333333332,1.39444723189256,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,17.666666666666668,1.3923361734891149,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,18.0,1.3903174234223046,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,18.333333333333332,1.388385056803833,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,18.666666666666668,1.386533645182582,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,19.0,1.3847582056167789,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,19.333333333333332,1.3830541558895366,44.46,70.86,1,81.02,2,6.0,4,15.0
2,1.0,-6.0,19.666666666666668,1.3814172750202278,44.46,70.86,1,81.02,2,6.0,4,15.0
3,-2.0,-5.0,0.0,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,0.3333333333333333,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,0.6666666666666666,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,1.0,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,1.3333333333333333,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,1.6666666666666667,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,2.0,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,2.3333333333333335,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,2.6666666666666665,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,3.0,0.0,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,3.3333333333333335,10.10436611703566,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,3.6666666666666665,11.526091529258913,43.42,41.42,1,60.24,4,12.0,4,15.0
3,-2.0,-5.0,4.0,12.0,43.42,41.42,1,60.24,4,12.0,4,15.0
