node_id,x_location,y_location,visit_time,reward,CS1,CS3,TR2,TR3,time_with_max_reward,max_reward,number_vehicles,tmax
0,18.19,6.32,0.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,0.3333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,0.6666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,1.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,1.3333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,1.6666666666666667,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,2.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,2.3333333333333335,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,2.6666666666666665,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,3.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,3.3333333333333335,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,3.6666666666666665,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,4.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,4.333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,4.666666666666667,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,5.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,5.333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,5.666666666666667,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,6.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,6.333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,6.666666666666667,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,7.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,7.333333333333333,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,7.666666666666667,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,8.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,8.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,8.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,9.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,9.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,9.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,10.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,10.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,10.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,11.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,11.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,11.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,12.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,12.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,12.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,13.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,13.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,13.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,14.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,14.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,14.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,15.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,15.333333333333334,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,15.666666666666666,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,16.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,16.333333333333332,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,16.666666666666668,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,17.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,17.333333333333332,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,17.666666666666668,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,18.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,18.333333333333332,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,18.666666666666668,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,19.0,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,19.333333333333332,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
0,18.19,6.32,19.666666666666668,0.0,94.45,45.96,1,47.07,3,0.0,2,105.0
1,15.52,28.03,0.0,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,0.3333333333333333,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,0.6666666666666666,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,1.0,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,1.3333333333333333,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,1.6666666666666667,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,2.0,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,2.3333333333333335,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,2.6666666666666665,0.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,3.0,6.148418711580313,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,3.3333333333333335,6.621519427369028,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,3.6666666666666665,6.905379856842257,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,4.0,7.0,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,4.333333333333333,6.9053798568422575,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,4.666666666666667,6.621519427369027,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,5.0,6.148418711580313,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,5.333333333333333,4.956872519162588,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,5.666666666666667,3.165972266881038,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,6.0,2.5634598365507353,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,6.333333333333333,2.261152926744183,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,6.666666666666667,2.0794311504173235,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,7.0,1.958142292701524,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,7.333333333333333,1.871438226375047,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,7.666666666666667,1.8063723107559069,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,8.0,1.755743031034895,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,8.333333333333334,1.7152254512107503,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,8.666666666666666,1.682065340250576,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,9.0,1.6544254743158444,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,9.333333333333334,1.6310333210955978,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,9.666666666666666,1.6109795657302335,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,10.0,1.593597151220683,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,10.333333333333334,1.5783856390299158,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,10.666666666666666,1.5649622439761859,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,11.0,1.5530291781440364,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,11.333333333333334,1.5423512996515873,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,11.666666666666666,1.532740462097271,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,12.0,1.5240443326142137,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,12.333333333333334,1.5161382576067592,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,12.666666666666666,1.508919249177946,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,13.0,1.5023014740736658,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,13.333333333333334,1.4962128246742934,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,13.666666666666666,1.4905922808700882,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,14.0,1.4853878578826911,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,14.333333333333334,1.4805549936193954,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,14.666666666666666,1.4760552695172682,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,15.0,1.4718553870991171,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,15.333333333333334,1.4679263425259834,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,15.666666666666666,1.4642427558533613,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,16.0,1.4607823221891185,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,16.333333333333332,1.457525359666035,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,16.666666666666668,1.4544544348737833,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,17.0,1.4515540506946427,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,17.333333333333332,1.4488103847413039,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,17.666666666666668,1.4462110690787564,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,18.0,1.443745003822958,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,18.333333333333332,1.44140219868992,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,18.666666666666668,1.4391736377248159,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,19.0,1.4370511633490655,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,19.333333333333332,1.4350273765816273,66.66,0.0,0,41.9,4,7.0,2,105.0
1,15.52,28.03,19.666666666666668,1.433095550862154,66.66,0.0,0,41.9,4,7.0,2,105.0
